draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bFT,bMVP,bWP,bER,sigma
2401,130.09373979521754,0.9835834477776597,0.4880592379583002,3.0,7.0,0.0,-126.81228651168482,0.2933855025381817,0.08634112174793075,0.0658538609998421,0.2168235391421243,0.02567331699838372,0.2023558517544387
2402,129.31476941379603,0.9168910515696694,0.5356568055523541,3.0,7.0,0.0,-127.15408871315597,0.265921122385853,0.06190531055917306,0.07968192291102351,0.1807868335084377,0.05322298419069897,0.18697968344522584
2403,131.71042796414505,0.8954356245193239,0.5550471485189914,2.0,3.0,0.0,-129.44841761421802,0.2839053098915292,0.07735810463841103,0.022317579172959564,0.21710833992991085,0.06355754997310972,0.18692332037935863
2404,130.36542606911465,0.9851456713208174,0.5593889784633831,3.0,7.0,0.0,-128.9343119991058,0.305189213728246,0.07579717350051425,0.04177320041411342,0.1860144662405141,0.09404555425969627,0.20221776878966216
2405,130.62994162924704,0.9127904586851405,0.4880592379583002,2.0,7.0,0.0,-127.38668035888178,0.28922005201773654,0.08192597215520166,0.06026719032739604,0.20862903702382415,0.0786590335684082,0.19342809755291998
2406,128.659241660148,0.9940131937804256,0.5356568055523541,3.0,7.0,0.0,-125.9613790025463,0.281151730591073,0.04665560719089711,0.08675743857524686,0.2177311642915133,0.03948780796543566,0.2026616334145359
2407,130.70803747493156,0.8609926499217888,0.5550471485189914,3.0,7.0,0.0,-128.83444715792075,0.2734113278581638,0.08444065516554461,0.06116218609035309,0.22638653690024885,0.03686362062664855,0.20358005563194181
2408,130.2320630233445,0.9870992404219228,0.5593889784633831,3.0,7.0,0.0,-128.57732365567483,0.2510361780917384,0.09260169606449424,0.05273406302886717,0.2151913067742624,0.05158009224060983,0.19509145138466663
2409,132.49245848202864,0.966768030448013,0.4880592379583002,2.0,7.0,0.0,-129.8718257561905,0.29259955423252254,0.07920198752031465,0.04825185100548099,0.19518283147551546,0.06266487017573573,0.19305838169044262
2410,130.03688414907793,0.9310243320398693,0.5356568055523541,3.0,7.0,0.0,-125.53703715951106,0.2893246813677035,0.07432402785895297,0.008751810774740349,0.2054520546498047,0.08742793955095557,0.19843549352574857
2411,129.2709736577397,0.7466730391014444,0.5550471485189914,3.0,7.0,0.0,-122.00517451908955,0.2918393933163915,0.08012336449819447,0.01528835660796675,0.24941601418948708,0.038637636993393606,0.18884876073727538
2412,130.55980783171827,1.0,0.5593889784633831,3.0,7.0,0.0,-129.59124932742276,0.30944229897269376,0.057415364691434885,0.04680264827869584,0.1932720074021836,0.07444689648375573,0.1998424302956487
2413,128.9528408581814,0.7093266977818947,0.4880592379583002,3.0,7.0,0.0,-126.46810831356288,0.2573967215936978,0.05858190339167012,0.039432329189701604,0.1617754725650931,0.07570109483641166,0.2129113245611312
2414,131.43224682525982,0.8969917825671836,0.5356568055523541,3.0,7.0,0.0,-126.42837612643089,0.2869014621729717,0.08928932191292437,0.019837420052454542,0.196776789468295,0.0543789300731563,0.1966786923318646
2415,128.37899123651658,0.9911575132286853,0.5550471485189914,3.0,7.0,0.0,-127.16748730808686,0.28564429793064766,0.11154804891178827,0.07994539432664582,0.18418962118730905,0.07228788252624396,0.2120451962888127
2416,127.7703813146519,0.6404662221438443,0.5593889784633831,2.0,7.0,0.0,-122.76867898667389,0.24086307026986564,0.07785252549648182,0.05028121266220554,0.23300403108073744,0.06117690010631169,0.2156759330792327
2417,130.008970693453,0.9769678239905718,0.4880592379583002,3.0,15.0,0.0,-126.7713707377096,0.26627452952091996,0.04606115921547448,0.05434251836679337,0.2156638645890689,0.07426236701306999,0.20519451181492887
2418,128.96208479782123,0.6199033022022139,0.5356568055523541,3.0,11.0,0.0,-125.57318492310034,0.2836646399361398,0.03244023501591462,0.05606036668327929,0.19492994848915368,0.0348304202976282,0.1981872025064932
2419,129.82631646320738,0.8245256482977107,0.5550471485189914,3.0,7.0,0.0,-122.93175180476179,0.29458954797850656,0.043616684657435865,0.02472510403841368,0.24854209033330513,0.038247673808850476,0.1838395427223983
2420,128.46403521504288,0.9108488683136677,0.5593889784633831,3.0,7.0,0.0,-123.94899381868073,0.3231498546514986,0.0738622534424172,0.07058245862481265,0.1966022022979087,0.05283705729342933,0.1913499824510035
2421,130.30247753713442,0.993200976433414,0.4880592379583002,3.0,7.0,0.0,-128.8811115127342,0.2922817622585542,0.10348580570570198,0.036946203512896264,0.19218329578185078,0.05198297417177475,0.1828647738977698
2422,129.7198521204688,0.9392393319952436,0.5356568055523541,2.0,3.0,0.0,-127.75107725408664,0.2805840467501678,0.058513665932765566,0.055284751191457225,0.24635249791135702,0.05338405685478003,0.19847582115401766
2423,130.68774328593435,0.9942712597845996,0.5550471485189914,3.0,15.0,0.0,-128.4376085578672,0.26199801236665643,0.08783790169746084,0.0530120656106184,0.18305025240179568,0.05426802147225289,0.21455458937434124
2424,130.84134815089766,1.0,0.5593889784633831,3.0,7.0,0.0,-127.52200942088636,0.30362715955642616,0.06920622299734767,0.0571506662900928,0.17826305664293546,0.07995787386353888,0.19999875121699853
2425,128.08969422825083,0.9333262729788505,0.4880592379583002,3.0,7.0,0.0,-124.81938762891593,0.26616039650707213,0.07607703402058597,0.04310658683037458,0.22778132120870043,0.049551414128829616,0.16540422413220238
2426,130.96869346788284,0.9753876368485758,0.5356568055523541,2.0,7.0,0.0,-128.15501310613413,0.26035723067094646,0.06026074698616264,0.05801342530028292,0.19341972162535115,0.05142661914878718,0.20981075026404467
2427,129.7038016783585,0.8151333339631516,0.5550471485189914,3.0,11.0,0.0,-126.64332739254371,0.3040468718781907,0.05584231143881537,0.07409961064502806,0.18992035625715448,0.05729294867210809,0.20372526651986766
2428,128.8995008732471,0.8729433464773511,0.5593889784633831,3.0,7.0,0.0,-126.88047586215274,0.2579481836456768,0.07829669165273924,0.044374801037502076,0.24426031547231775,0.007026136594599688,0.2054761806401403
2429,128.25971463791748,0.9937296073300873,0.4880592379583002,3.0,7.0,0.0,-126.39600863977888,0.2964592982686019,0.06644095377612255,0.04087984321060506,0.2099575261155795,0.05952042187123155,0.2365732923877903
2430,130.67218271592887,0.9646783465020199,0.5356568055523541,3.0,7.0,0.0,-129.28796461492797,0.3019964451904061,0.0924961614691904,0.0224690959288215,0.19862515484381335,0.07458120434544764,0.2018456587009226
2431,127.79569032165261,0.7114552145142371,0.5550471485189914,2.0,3.0,0.0,-126.61199383292679,0.3029225222618025,0.05363150502259514,0.0706673166952863,0.17611733908643742,0.034622109245609635,0.19866174725218033
2432,132.09495821752836,0.9895629785387767,0.5593889784633831,2.0,7.0,0.0,-128.41697217075273,0.2910693223523325,0.06605977629465308,0.03445196068914678,0.19321244266267493,0.07561786481548231,0.1958278368737431
2433,129.6672440059082,0.9983877369691515,0.4880592379583002,3.0,7.0,0.0,-126.33852197413923,0.2828271188386752,0.07423994889792994,0.06853635005430926,0.19910616877341183,0.06780082853265952,0.22298363209000757
2434,128.92397546089637,0.8679459393784305,0.5356568055523541,3.0,7.0,0.0,-124.29193627484099,0.3181720809912904,0.07502905957347593,0.030396706571449075,0.23291048956227164,0.049066697047061285,0.21215207658854604
2435,129.5200677009512,1.0,0.5550471485189914,3.0,7.0,0.0,-126.95950497179179,0.25286016213036355,0.09742719286512717,0.02951720911552243,0.19580082808802862,0.09029408592682042,0.2050217370164502
2436,132.3579264868728,0.9118190034807011,0.5593889784633831,3.0,7.0,0.0,-129.43526846174845,0.2684052302926925,0.08283913614039141,0.05001613492027073,0.2050174589250301,0.05774387715244724,0.19575266830467478
2437,131.9109233749476,0.9918453475963657,0.4880592379583002,3.0,7.0,0.0,-128.93804049574007,0.2798600505776289,0.09376158361616645,0.046314297185166595,0.19342405757607006,0.05700250645169578,0.20507017361895757
2438,129.98987380147776,0.9197013921078491,0.5356568055523541,3.0,7.0,0.0,-126.00292394742561,0.25825118504276984,0.07371217941553534,0.05579318332434875,0.17457377010080466,0.09557552545751888,0.18806970490808392
2439,130.45327980450784,0.7807432550167173,0.5550471485189914,2.0,3.0,0.0,-126.14480137853946,0.2579936858165276,0.09197237607795258,0.03847892626278995,0.16932617186661786,0.05994267250411159,0.20089499585210843
2440,131.8048624608653,0.9063082776878243,0.5593889784633831,2.0,7.0,0.0,-130.03190896682233,0.2687357538601558,0.07410962280895049,0.056815144057129285,0.19583299520652767,0.0504626930239493,0.20775214001608489
2441,130.0583808268015,0.9313766561508999,0.4880592379583002,3.0,7.0,0.0,-128.69412112458488,0.271239574544226,0.09514228846329909,0.07318985320154646,0.19650850836507217,0.04660607980691413,0.18668585036586938
2442,131.74269776033853,0.9971874119915385,0.5356568055523541,2.0,3.0,0.0,-129.37942284759137,0.2811409931337169,0.08395498437400424,0.038847884531611705,0.17366560737186745,0.07782941471807048,0.20587394592417985
2443,131.63936529064978,1.0,0.5550471485189914,2.0,3.0,0.0,-130.0798184795566,0.2665733292163032,0.08393920948051489,0.05606696836925451,0.19959121975847452,0.07346588259614861,0.1912409336922964
2444,129.87386649058652,0.8826074439848841,0.5593889784633831,2.0,3.0,0.0,-129.48103245891156,0.26195850030118717,0.05402833747685036,0.06343867552215143,0.17903126730884572,0.06352794289555774,0.2122373737933899
2445,128.99753257651315,0.968661220517558,0.4880592379583002,3.0,7.0,0.0,-125.91894121079517,0.2596117228484781,0.10155974167463386,0.01952618503191773,0.16458623008184828,0.09949791202826698,0.19522654277871646
2446,131.9475942961018,0.8022661369873837,0.5356568055523541,2.0,7.0,0.0,-127.34648883796129,0.27551583906496596,0.07411230881872274,0.05505130454465543,0.20119481006868206,0.07577931231502891,0.1935042793771607
2447,130.55818385909242,0.7096937067629301,0.5550471485189914,3.0,15.0,0.0,-127.46991755239775,0.2938343928432099,0.05498267647516906,0.021785345304839228,0.22552076915082916,0.021755622517278448,0.20273769916418752
2448,128.61379856053526,0.8965292181832912,0.5593889784633831,3.0,7.0,0.0,-125.71280952642623,0.23887456128781515,0.06434972833983449,0.058451803946617614,0.17105766613206025,0.06153580745567694,0.20381763504814024
2449,130.1419473231293,0.9705858871817956,0.4880592379583002,3.0,7.0,0.0,-127.67981946104821,0.30209394880487556,0.06258768251963985,0.06762583492550726,0.2272763399761798,0.04209967671543395,0.2016891457642899
2450,132.42045583869674,0.9921290933837401,0.5356568055523541,3.0,11.0,0.0,-131.34159233662587,0.28420136322857303,0.07474398924597676,0.0381500379221948,0.2215313453922248,0.05281232342360216,0.19489173465690113
2451,124.88797888781639,0.777257515553505,0.5550471485189914,2.0,3.0,0.0,-123.93786585513263,0.3186514485802835,0.06293521080168157,0.061095814506475346,0.2616980021006825,0.03182007085031788,0.18473228853208148
2452,130.20429649745486,0.978765377039278,0.5593889784633831,3.0,7.0,0.0,-126.6793590335503,0.29614892191380165,0.10610006318816012,0.052547727814716415,0.177992958384665,0.07867654167912431,0.21112929465466537
2453,129.9470378267283,0.9334602377004096,0.4880592379583002,3.0,15.0,0.0,-126.88078799949459,0.2558010655201185,0.09186443583351621,0.023082248445827167,0.1787703640383377,0.09336073372669804,0.19377540988920755
2454,129.68503097012197,0.8930336288087262,0.5356568055523541,2.0,7.0,0.0,-129.19301153450786,0.2767314134816559,0.07904795394006733,0.07647377418432304,0.1767916118087507,0.05277783595121907,0.18157193647435116
2455,127.88410536399374,1.0,0.5550471485189914,3.0,7.0,0.0,-124.46648098169737,0.24597355099666665,0.10087904824624241,0.04400225833758266,0.18220672667218082,0.09678927015534411,0.2209062147550858
2456,131.07834818028653,0.8308293473524228,0.5593889784633831,3.0,7.0,0.0,-127.75871850067828,0.2884610577405456,0.09635855486114768,0.0253653698338348,0.1777128147018745,0.08421646005825516,0.19474400496629293
2457,130.51635955070486,0.9446686059682464,0.4880592379583002,3.0,7.0,0.0,-128.20727679122894,0.30217622610888484,0.07054993132218548,0.0633385604126113,0.2230155291006932,0.05172082616094517,0.19247648052497937
2458,129.29089304155065,0.9645779847127258,0.5356568055523541,3.0,7.0,0.0,-127.01158191893458,0.2830650489615457,0.05077386619795144,-0.0008759496786853119,0.2458441002710773,0.04289257345502614,0.20519337515272812
2459,129.32540077873753,0.9170045792810445,0.5550471485189914,3.0,7.0,0.0,-123.13240597373829,0.28543425786311827,0.060307298276396595,0.02630399008877168,0.1971278474475391,0.04399304985843863,0.1724055349416185
2460,129.55320420541665,0.8719494973215383,0.5593889784633831,3.0,7.0,0.0,-128.16278119807876,0.2684037195110264,0.05482808599113542,0.07456668741911907,0.19353120281944838,0.03636125496922823,0.18853410359457953
2461,131.46711605703715,0.9911103942382739,0.4880592379583002,3.0,7.0,0.0,-129.03027092824593,0.2565721897263075,0.08347523525327863,0.0406860292668212,0.19146168747448622,0.07516801634492512,0.20426371237693272
2462,131.5233817354634,1.0,0.5356568055523541,3.0,7.0,0.0,-128.47694767678226,0.2543634498665292,0.0600738803399349,0.04320792132253344,0.21533616611596007,0.04105595570113004,0.19975422107406363
2463,128.0078226625347,0.9426541132854901,0.5550471485189914,2.0,3.0,0.0,-125.8200520731758,0.2922180227042981,0.05210679382483592,0.024662971746289813,0.19831622708879212,0.07337108089700453,0.1686668994252046
2464,131.03112897861152,0.9507383701085962,0.5593889784633831,3.0,7.0,0.0,-128.037060969563,0.2919249482004906,0.06962070855707712,0.04480987539300665,0.23356538971963323,0.041758749802199575,0.21034955563613167
2465,131.1427840960865,0.8163885033712218,0.4880592379583002,3.0,7.0,0.0,-124.99256325317626,0.3006662658842084,0.05639668248221613,0.04965218404330966,0.18628784439456486,0.06947988015360705,0.19702030184441383
2466,129.91486563778432,0.8858299347144803,0.5356568055523541,3.0,7.0,0.0,-129.1783018409166,0.2649400338044704,0.0727227404375035,0.06094201294994188,0.24169613791416802,0.03213530778557749,0.20353760096171666
2467,129.78315841284928,1.0,0.5550471485189914,3.0,7.0,0.0,-127.62656783247283,0.2971376829473424,0.058201642658629746,0.034653858913742355,0.20222522423358255,0.06323202138965815,0.1715777660266114
2468,130.8412183313871,0.87996642669408,0.5593889784633831,3.0,7.0,0.0,-128.2779764682313,0.2552320820594169,0.07006021544985457,0.02223876898723283,0.22527547700228212,0.05533989334214946,0.18851262365801436
2469,131.59125341421415,1.0,0.4880592379583002,3.0,7.0,0.0,-130.678948616438,0.2783659515100442,0.09527528039235741,0.03917087051366346,0.21513251244472348,0.04829463286706782,0.19568150046680827
2470,131.21436111266004,1.0,0.5356568055523541,3.0,7.0,0.0,-129.30238076829545,0.27743968101368127,0.05188262422166885,0.037741396864761766,0.18327887198882775,0.0616858434211866,0.19506296991095828
2471,131.0299189218118,0.547321676392686,0.5550471485189914,3.0,7.0,0.0,-123.91941414818291,0.3058066125508627,0.09065270316661397,0.047123025217121355,0.177172982531372,0.0681861536558326,0.20041771325081745
2472,129.72919520748053,0.9324535401685525,0.5593889784633831,3.0,7.0,0.0,-128.60557772593182,0.30978927655991406,0.05338310595507294,0.060173252164621646,0.2330234061879132,0.040039666849946316,0.1998643980499297
2473,130.29260631535837,0.8873189648249633,0.4880592379583002,3.0,7.0,0.0,-129.1847441517737,0.2719873905943528,0.051026189953041715,0.035497629260776646,0.1939065304933969,0.050832990084930675,0.21781797503018893
2474,131.73207582726207,0.9227750135988716,0.5356568055523541,2.0,7.0,0.0,-129.6484062025179,0.26816578312958306,0.053899037828754,0.03567690472506661,0.209991579875893,0.06999262959872073,0.19341799738397644
2475,129.95454530825566,0.9451911392416196,0.5550471485189914,3.0,7.0,0.0,-128.7530898187651,0.24395891857622684,0.04574388843596637,0.040743572656558445,0.21935811606431665,0.03984064316439704,0.19833115437631585
2476,128.92264848316967,0.9839539427195219,0.5593889784633831,3.0,7.0,0.0,-126.69829939188178,0.265944955933385,0.03401718975621885,0.06501874809773273,0.2258868269884327,0.017701243588297583,0.19356442520441314
2477,129.30200665584903,0.8698116934282974,0.4880592379583002,3.0,7.0,0.0,-125.48262036158316,0.2896711764901167,0.05933099071591263,0.004656477449599891,0.24322247437330927,0.017285236384447122,0.2000395971096607
2478,131.71553935516965,1.0,0.5356568055523541,3.0,7.0,0.0,-131.26782026658347,0.2921679970529278,0.09166000247791459,0.05409398049132739,0.1878957008163488,0.052774446809941644,0.19261406011460475
2479,129.82568293716932,0.9785575835498241,0.5550471485189914,3.0,7.0,0.0,-127.39828282274901,0.313421622272088,0.09378393732243208,0.048433884600122074,0.16795793337874804,0.0780110864419208,0.19278149071071254
2480,131.37170502577877,0.9511405278257555,0.5593889784633831,2.0,7.0,0.0,-126.96856611764981,0.28258196504426797,0.05753184036454989,0.061465886730375154,0.19888508511129158,0.07338512150381449,0.19744558845253624
2481,131.9710054211896,0.995239714962386,0.4880592379583002,3.0,7.0,0.0,-128.5723106007653,0.26131471097684233,0.060363749228212145,0.04078281687237456,0.2031130631427687,0.06525242311048948,0.19142297462144112
2482,130.483627215238,0.9163218223485322,0.5356568055523541,3.0,7.0,0.0,-129.06599658970168,0.2924013168215705,0.09969648107611255,0.06764824810282716,0.19701271431306133,0.052467490326770776,0.2015338667349986
2483,129.24562449967607,0.8417377884451508,0.5550471485189914,3.0,7.0,0.0,-125.91977339397849,0.23919588857932378,0.06729103974256115,0.04060119534457045,0.21706355915846734,0.06197355563273548,0.21468039522419727
2484,131.1418204157782,0.989363285351195,0.5593889784633831,3.0,7.0,0.0,-130.10811372965773,0.256379415021469,0.08139726948255298,0.03505131951482158,0.1908233653592458,0.05204787217700392,0.2072722685452422
2485,128.75625541758802,0.7539357863003955,0.4880592379583002,3.0,7.0,0.0,-125.93723610422782,0.27186501866214,0.09607219868216044,0.07319440744588197,0.21004006497540986,0.048744655606969604,0.21994246738554463
2486,130.7024073174149,0.9759305037575586,0.5356568055523541,3.0,7.0,0.0,-128.00931062208304,0.2578631143462086,0.05481521871614038,0.043896991238169675,0.21312574755667252,0.03987605331501623,0.18030946954407445
2487,129.8269059133996,0.9797874067728826,0.5550471485189914,3.0,7.0,0.0,-127.40216229813552,0.3093000140178334,0.09497489756961315,0.030047726547993522,0.21517407367236285,0.05122159694658668,0.18822698898437729
2488,130.38372181276176,0.8995900673296183,0.5593889784633831,2.0,7.0,0.0,-127.25246815404581,0.2903576137262729,0.057497246502499176,0.05822314623817596,0.20770212063666504,0.06938130332894027,0.17909406353102986
2489,129.393577257441,0.9760027809653228,0.4880592379583002,3.0,7.0,0.0,-126.79193562607087,0.2757946405294719,0.046592133117070195,0.01789210410462284,0.18266120333489336,0.06441237937257271,0.19241070890712017
2490,130.40614453439156,0.954183763553614,0.5356568055523541,2.0,3.0,0.0,-129.1910754405357,0.2675563804032447,0.06593347344980788,0.03544013493909394,0.233076336113077,0.05101611630854105,0.17621930855437853
2491,127.59224817787016,0.8541877600535154,0.5550471485189914,3.0,7.0,0.0,-125.25989876612606,0.2618202125666422,0.07481172734959257,0.08800312823876909,0.16758017607667453,0.08276655648416051,0.2209342386865451
2492,132.3624963427878,0.953755584950693,0.5593889784633831,2.0,3.0,0.0,-129.79924238581765,0.2802174279491778,0.07683503477187215,0.054730210479581126,0.19894312202039716,0.06261674703163342,0.1860922036485035
2493,130.76210915069123,1.0,0.4880592379583002,3.0,7.0,0.0,-128.04907907288822,0.2988656189409788,0.08257331276450501,0.03374450762387868,0.22286200375262807,0.06319527307440378,0.20680603320032517
2494,131.65906523447336,0.9348279584737461,0.5356568055523541,3.0,7.0,0.0,-127.52541475556339,0.29589718609943394,0.06694480848401982,0.02416267203990922,0.21262633652211346,0.06385611081006987,0.20328711277860118
2495,132.15567792826516,0.9351509313124281,0.5550471485189914,3.0,7.0,0.0,-125.92767295895366,0.2745344551547484,0.07191975793714231,0.025618259312559837,0.20007666161590845,0.07053897481701937,0.18853256150608846
2496,131.05418324751207,0.7556020026975345,0.5593889784633831,2.0,7.0,0.0,-125.80444214014572,0.2948375275660019,0.08067792126526527,0.06572898794290329,0.20654931923938352,0.05136007242289444,0.20698415020001198
2497,130.09640831524254,0.9736607603761326,0.4880592379583002,3.0,7.0,0.0,-127.81134740364742,0.30189657824440747,0.07361179636960911,0.023800490274842944,0.1719122344553687,0.0804018414317798,0.1900570610738166
2498,132.1433168852897,0.8928800835521844,0.5356568055523541,2.0,7.0,0.0,-130.00677830015712,0.26950841992152025,0.05600228576845247,0.03589673687999492,0.20269482294039223,0.05241004324077616,0.19055517852780907
2499,131.05967075131582,0.908905112742424,0.5550471485189914,2.0,3.0,0.0,-130.82131340043412,0.2735217512182047,0.06683345405570533,0.01906737109410327,0.19420382021033916,0.06837145373967111,0.18216140812902634
2500,130.6864064252224,0.9924778230303125,0.5593889784633831,3.0,7.0,0.0,-129.7702932664991,0.2681814032022464,0.05339292043060772,0.018011851632007074,0.2135308056278597,0.07211595547140809,0.1878652753167058
2501,132.392964203368,0.9882911655470645,0.4880592379583002,2.0,7.0,0.0,-128.41148621109386,0.26853380776801117,0.07410054933879803,0.03883411694476489,0.2072034630113449,0.06386623832348261,0.20159297947814442
2502,129.63651467480594,0.8427634655664296,0.5356568055523541,3.0,7.0,0.0,-127.53457297038489,0.2882814861789752,0.06762770611870199,-0.0019170747593184826,0.23471923959989785,0.04228221795362007,0.20271760647410836
2503,131.29240953544527,0.986017211847652,0.5550471485189914,3.0,7.0,0.0,-129.96774952112332,0.28585429651266925,0.08116747933873937,0.06709676701867169,0.18627017954819336,0.04562019903654676,0.19990850285420603
2504,131.7355872794295,0.836304541800447,0.5593889784633831,3.0,7.0,0.0,-125.55616847170714,0.27687782971937336,0.04544920315294784,0.04565738063225076,0.20641435169906847,0.051415948622312024,0.19114325967487597
2505,131.34959121911456,0.9597575287462503,0.4880592379583002,3.0,7.0,0.0,-130.56107623233768,0.2870383417489875,0.07170451791548701,0.02583499302792629,0.2110047041566562,0.04469696685508778,0.21297684059701943
2506,132.49935493789457,0.9926870816887717,0.5356568055523541,2.0,7.0,0.0,-129.04084019370816,0.2738638983885175,0.08099166501169475,0.048954391333483144,0.19286428691595764,0.06258751317440107,0.20174305302688128
2507,131.7948805400177,0.9906102080978308,0.5550471485189914,3.0,7.0,0.0,-129.70498175999646,0.28420462619291287,0.07009179073640726,0.021240486309452078,0.1909823880082054,0.07431289078696265,0.19459623072905236
2508,131.93350559572835,0.9866871388278684,0.5593889784633831,3.0,7.0,0.0,-130.64467445256176,0.27723832633231865,0.08793059235241701,0.02651890421429257,0.20408627878476113,0.07005505788368704,0.19881211789747052
2509,131.47986196735067,0.9837145754118486,0.4880592379583002,3.0,7.0,0.0,-129.45957649833582,0.2717287339239996,0.04999762382175889,0.036704156615975106,0.23271210950054677,0.026986170561309513,0.20252197367042324
2510,132.37417602113115,0.9217587447854055,0.5356568055523541,3.0,7.0,0.0,-129.86554205536362,0.285060172740025,0.06510744282626284,0.030430294769556002,0.20639774910669248,0.06472003297611915,0.18809606129180767
2511,131.30106640416344,0.9929753959382098,0.5550471485189914,3.0,7.0,0.0,-130.43729446317673,0.27281375044093104,0.08866970838392715,0.062061576518103345,0.18005654584617165,0.07524105104858597,0.18444276613659705
2512,130.76846861181744,0.9235108474870957,0.5593889784633831,3.0,7.0,0.0,-129.79813976106422,0.2930315352944672,0.06969733959042378,0.051716065538506856,0.16213821975027604,0.07869889825706403,0.20029073269324296
2513,129.93574459041542,0.8085389776077534,0.4880592379583002,3.0,7.0,0.0,-127.26561316228552,0.30287915640420515,0.07173636660757007,0.06474104918586263,0.2156422250476427,0.0645214013961079,0.20897172930666494
2514,131.4018944125569,0.8757362312213222,0.5356568055523541,3.0,15.0,0.0,-130.30397218837558,0.2804909921384019,0.06054243188642407,0.026991421977246945,0.22674642848407622,0.06801714471463811,0.19368500491390966
2515,130.88507515118422,0.9310950630336858,0.5550471485189914,2.0,3.0,0.0,-130.10931286836677,0.26626418937902874,0.0972357265802221,0.0492220602025766,0.17458458797222187,0.061388311220826906,0.18541407043547936
2516,130.01757932173888,0.944658921175383,0.5593889784633831,3.0,7.0,0.0,-128.47492245301902,0.265373348823564,0.06668963314887735,0.042230097294234596,0.22492840711764145,0.006900136624909407,0.19702829424893456
2517,124.10006438085513,0.8503188954877597,0.4880592379583002,3.0,7.0,0.0,-122.08986749361729,0.23303517276397845,0.03202755430691431,0.056393352784185634,0.16414518135644024,0.07701061969939033,0.2159193331470191
2518,129.8301539688806,0.8998121506024485,0.5356568055523541,2.0,3.0,0.0,-129.12372290240447,0.2798571436113649,0.0817174554077059,0.008895205108184014,0.20695158660810312,0.032787669879811916,0.20306303191446803
2519,130.59343013638414,0.9670579883497845,0.5550471485189914,3.0,7.0,0.0,-128.57228132480677,0.2504586776542012,0.08485264592829321,0.046380623541081654,0.1778801164912306,0.07612731617853655,0.1867667100220754
2520,127.13915946245314,0.9732505207716801,0.5593889784633831,3.0,7.0,0.0,-125.38046934164849,0.3091296943213883,0.10172449153167443,0.046973281215886314,0.15342388937250323,0.12283623177599173,0.1968353428601125
2521,129.2703084430465,1.0,0.4880592379583002,3.0,7.0,0.0,-122.35476166510657,0.3196666729021036,0.059100048667810226,0.024395082199151662,0.2163306271052244,0.03551279441299291,0.19362617648691124
2522,126.2158863128893,0.8808998252989518,0.5356568055523541,2.0,3.0,0.0,-124.40010404545289,0.30691881654233183,0.08119312606818084,-0.00942835162315475,0.22449603797152723,0.0804982416529336,0.214676502325191
2523,131.11236457080705,0.9710224482980436,0.5550471485189914,3.0,7.0,0.0,-129.34042516454056,0.3051641476029661,0.061757109629258816,0.036874028168303354,0.22330180023042925,0.056903280918772114,0.20372854490540823
2524,129.2258377577866,0.9425310791169551,0.5593889784633831,3.0,7.0,0.0,-123.72727045096488,0.24090228984752604,0.0797009513964292,0.06117376535913174,0.20375929689763056,0.03767369315247628,0.20955228528269942
2525,128.84917951655663,0.972373674416123,0.4880592379583002,3.0,7.0,0.0,-127.55494761506988,0.2378487011579068,0.09233359781738208,0.05235973521453335,0.1873921550059651,0.04410562763432688,0.198567143885105
2526,129.71732417687437,0.9872007182620172,0.5356568055523541,3.0,7.0,0.0,-124.14857489560559,0.27664859958359145,0.08200682794169378,0.017901640059060198,0.19406127870077833,0.09914850831140644,0.21012011411304016
2527,129.4406957311964,0.7100012177499376,0.5550471485189914,3.0,7.0,0.0,-125.89017700457708,0.26670415385717017,0.07665629492064299,0.04728102963396557,0.1790822964719851,0.04383735348880527,0.17667464224009272
2528,129.24006773746672,0.9804916263315231,0.5593889784633831,3.0,7.0,0.0,-127.28725752631541,0.2438819101217647,0.0692499178755681,0.07187501049866737,0.20716243988385452,0.05735033886142002,0.19411508968522095
2529,124.61475878401762,0.7376379835039336,0.4880592379583002,3.0,7.0,0.0,-122.8334332260922,0.31220020889582917,0.06495245076617104,0.0064216494249791775,0.22709450848548218,0.10457311842326163,0.20873346060146292
2530,130.789159225565,0.9766626311146683,0.5356568055523541,3.0,7.0,0.0,-128.07040624418102,0.2796953580790879,0.07100919886110377,0.05987928563697522,0.17525814614645066,0.05286385178904428,0.18407365797590453
2531,126.31536142350545,0.7796736769771889,0.5550471485189914,3.0,7.0,0.0,-123.27188450961916,0.3028743412378361,0.07703312886882868,0.04662723679034489,0.14667021262638474,0.06555250409118202,0.23090805891264388
2532,129.1564659515549,0.9974253065217357,0.5593889784633831,3.0,7.0,0.0,-127.73341247878653,0.24810441883706177,0.06858683407330587,0.07486122915593332,0.184784154108664,0.053437204543373674,0.18991960340079467
2533,128.87236544238397,1.0,0.4880592379583002,2.0,3.0,0.0,-123.87157146012812,0.2936060622970849,0.04634295434605876,0.019105893756730725,0.19180298548798008,0.03792312000181797,0.20064911576977515
2534,128.54974881449584,0.5595006114416392,0.5356568055523541,3.0,7.0,0.0,-123.21532888791435,0.26683565921863256,0.04284478948640511,0.02066476965571018,0.19695832987898382,0.0766790264174411,0.2226163004418458
